CustomerID,first_purchase,last_purchase,lifetime_days,churned,segment,recency,frequency,monetary,rfm_score
13276,2010-03-07 14:05:00,2010-03-07 14:05:00,1,0,Loyal,22,1,384.43,8
13280,2010-03-05 09:07:00,2010-03-05 09:07:00,1,0,Loyal,24,1,478.5,8
13283,2010-03-09 14:36:00,2010-03-09 14:36:00,1,0,Loyal,20,1,127.80000000000001,6
13285,2010-03-25 14:26:00,2010-03-25 14:26:00,1,0,Loyal,4,1,340.3,9
13287,2010-01-04 10:43:00,2010-02-23 14:54:00,51,0,Loyal,34,2,486.90999999999997,9
13288,2010-02-11 14:59:00,2010-02-25 11:28:00,14,0,Loyal,32,2,548.64,9
13289,2009-12-16 11:53:00,2009-12-16 11:53:00,1,1,Lost,103,1,307.95,4
13291,2010-02-11 18:36:00,2010-02-11 18:36:00,1,0,Loyal,45,1,179.37,5
13293,2010-02-09 12:05:00,2010-03-23 13:12:00,43,0,Loyal,6,2,662.87,12
13294,2010-03-03 12:54:00,2010-03-03 12:54:00,1,0,Loyal,26,1,815.79,8
13304,2010-02-08 12:42:00,2010-02-08 12:42:00,1,0,Loyal,49,1,307.85,5
13305,2010-03-10 14:49:00,2010-03-10 14:49:00,1,0,Loyal,19,1,413.68,8
13313,2009-12-02 16:18:00,2010-03-22 13:07:00,110,0,Champions,7,4,1006.97,14
13315,2010-01-19 15:34:00,2010-01-19 15:34:00,1,0,Lost,68,1,310.26,5
13316,2010-03-10 10:01:00,2010-03-10 10:01:00,1,0,Loyal,19,1,2017.3600000000001,10
13317,2009-12-13 11:11:00,2010-02-17 14:47:00,67,0,Loyal,40,2,944.87,10
13319,2009-12-06 14:46:00,2010-03-10 09:17:00,94,0,Champions,19,10,3458.2000000000003,14
13327,2009-12-18 15:35:00,2010-03-02 14:23:00,74,0,Champions,27,4,2037.07,13
13329,2009-12-04 15:41:00,2009-12-04 15:41:00,1,1,Lost,114,1,334.65,4
13330,2010-02-23 10:12:00,2010-02-23 10:12:00,1,0,Loyal,34,1,628.49,8
13333,2010-02-19 09:26:00,2010-02-19 09:26:00,1,0,Loyal,38,1,162.18,5
13334,2010-02-25 12:21:00,2010-02-25 12:21:00,1,0,Loyal,32,1,1176.32,9
13338,2010-01-05 12:25:00,2010-01-05 12:25:00,1,0,Lost,83,1,757.1,6
13340,2010-02-22 14:54:00,2010-02-22 14:59:00,1,0,Loyal,35,2,6045.54,11
13357,2010-03-22 14:30:00,2010-03-22 14:38:00,1,0,Loyal,7,2,1540.77,13
13360,2010-01-08 11:16:00,2010-01-14 17:59:00,7,0,Loyal,73,2,715.15,9
13371,2010-03-17 15:29:00,2010-03-17 15:29:00,1,0,Loyal,11,1,1189.01,11
13373,2009-12-06 12:34:00,2009-12-06 12:34:00,1,1,Lost,113,1,748.42,6
13377,2010-03-04 10:06:00,2010-03-04 10:06:00,1,0,Loyal,25,1,815.32,9
13381,2009-12-01 15:19:00,2010-02-16 10:45:00,77,0,Loyal,41,2,980.39,10
13382,2009-12-08 09:56:00,2010-03-15 09:11:00,97,0,Loyal,14,2,476.04,10
13392,2010-01-31 13:34:00,2010-01-31 13:34:00,1,0,Loyal,57,1,91.14,4
13393,2009-12-07 18:12:00,2010-02-22 09:17:00,77,0,Loyal,35,3,888.37,11
13394,2009-12-01 11:58:00,2010-02-18 13:34:00,80,0,Champions,39,4,1619.41,13
13397,2010-01-20 09:50:00,2010-02-16 12:29:00,28,0,Loyal,41,2,716.14,10
13403,2009-12-16 13:23:00,2009-12-16 13:23:00,1,1,Lost,103,1,78.6,3
13405,2009-12-15 14:13:00,2009-12-15 14:13:00,1,1,Lost,104,1,146.45999999999998,3
13406,2010-03-18 07:29:00,2010-03-18 07:29:00,1,0,Loyal,11,1,140.16,7
13407,2010-02-16 11:13:00,2010-02-16 11:13:00,1,0,Loyal,41,1,1384.02,9
13408,2009-12-04 09:31:00,2010-03-25 14:06:00,112,0,Champions,4,15,9156.422,15
13410,2009-12-08 13:43:00,2010-01-10 11:59:00,33,0,Lost,78,2,682.9200000000001,8
13413,2010-01-21 17:43:00,2010-03-10 12:17:00,48,0,Champions,19,6,429.44,12
13415,2009-12-11 14:20:00,2010-03-19 15:09:00,99,0,Loyal,10,3,733.17,13
13416,2009-12-03 13:02:00,2009-12-03 13:02:00,1,1,Lost,116,1,228.3,4
13417,2010-02-08 12:39:00,2010-02-08 12:39:00,1,0,Loyal,49,1,604.1,7
13418,2009-12-11 12:51:00,2010-03-11 13:13:00,91,0,Loyal,18,2,1358.54,12
13421,2010-02-14 14:45:00,2010-02-14 15:13:00,1,0,Loyal,42,3,812.74,11
13426,2009-12-09 15:16:00,2010-03-10 09:16:00,91,0,Loyal,19,3,1395.23,13
13427,2009-12-17 13:44:00,2009-12-17 13:44:00,1,1,Lost,102,1,96.0,3
13431,2010-02-18 11:53:00,2010-02-18 11:53:00,1,0,Loyal,39,1,293.45,6
13433,2010-01-12 08:59:00,2010-01-12 08:59:00,1,0,Lost,76,1,95.19999999999999,3
13434,2010-02-22 09:54:00,2010-02-22 09:54:00,1,0,Loyal,35,1,339.18,7
13442,2009-12-01 14:59:00,2010-02-10 14:03:00,71,0,Loyal,47,3,419.87,9
13443,2010-01-31 13:30:00,2010-01-31 13:30:00,1,0,Loyal,57,1,229.76999999999998,5
13445,2010-03-23 15:34:00,2010-03-23 15:34:00,1,0,Loyal,5,1,241.89999999999998,8
13446,2010-02-14 11:52:00,2010-03-05 13:19:00,20,0,Loyal,24,2,856.36,11
13448,2009-12-06 12:14:00,2010-01-28 10:42:00,53,0,Loyal,60,3,1634.4,11
13451,2010-03-21 16:13:00,2010-03-21 16:13:00,1,0,Loyal,7,1,866.34,10
13454,2010-03-08 14:40:00,2010-03-08 14:40:00,1,0,Loyal,21,1,219.87,7
13455,2009-12-09 08:58:00,2009-12-22 15:05:00,14,1,Lost,97,2,431.65,7
13457,2009-12-02 12:46:00,2010-01-20 08:48:00,49,0,Lost,68,2,148.22,6
13459,2010-01-26 13:35:00,2010-03-25 10:24:00,58,0,Loyal,4,2,1160.4099999999999,13
13462,2009-12-14 09:48:00,2010-03-12 11:44:00,89,0,Loyal,17,3,526.46,11
13466,2010-03-21 13:50:00,2010-03-21 13:50:00,1,0,Loyal,8,1,262.31,8
13468,2009-12-03 13:32:00,2010-03-24 10:45:00,111,0,Champions,5,11,2573.26,15
13469,2010-02-24 15:03:00,2010-02-24 15:03:00,1,0,Loyal,33,1,82.4,5
13473,2009-12-15 19:02:00,2010-03-08 14:23:00,83,0,Loyal,21,3,1472.44,13
13476,2010-03-05 09:39:00,2010-03-05 09:39:00,1,0,Loyal,24,1,240.8,7
13477,2010-01-25 11:52:00,2010-01-25 11:52:00,1,0,Loyal,63,1,422.70000000000005,6
13478,2010-01-31 15:51:00,2010-03-17 14:28:00,45,0,Loyal,12,3,1650.51,13
13480,2010-01-29 12:35:00,2010-01-29 12:35:00,1,0,Loyal,59,1,493.94,6
13481,2009-12-04 12:37:00,2010-03-15 09:46:00,101,0,Loyal,14,2,739.1800000000001,11
13482,2010-03-22 10:31:00,2010-03-22 10:31:00,1,0,Loyal,7,1,151.45,7
13484,2010-03-10 11:46:00,2010-03-10 11:46:00,1,0,Loyal,19,1,165.78,6
13485,2009-12-03 13:46:00,2009-12-08 12:13:00,5,1,Lost,111,2,204.70000000000002,6
13487,2009-12-05 10:25:00,2009-12-05 10:25:00,1,1,Lost,114,1,103.95,3
13488,2010-01-25 10:13:00,2010-01-25 10:13:00,1,0,Loyal,63,1,350.73,6
13490,2010-02-23 14:48:00,2010-02-23 14:48:00,1,0,Loyal,34,1,154.25,5
13491,2009-12-07 08:24:00,2010-03-09 16:32:00,93,0,Champions,19,6,1628.7,14
13495,2009-12-07 12:12:00,2010-03-23 15:01:00,107,0,Loyal,6,3,1210.51,14
13497,2010-02-08 10:27:00,2010-03-24 12:56:00,45,0,Loyal,5,3,582.23,13
13498,2009-12-09 15:26:00,2009-12-09 15:26:00,1,1,Lost,109,1,327.38,4
13503,2010-02-16 13:49:00,2010-02-16 14:11:00,1,0,Loyal,41,2,884.87,10
13508,2010-03-07 11:58:00,2010-03-07 11:58:00,1,0,Loyal,22,1,176.07999999999998,6
13510,2009-12-21 11:53:00,2010-02-01 11:20:00,42,0,Loyal,56,2,655.58,9
13511,2010-02-01 12:10:00,2010-02-01 12:10:00,1,0,Loyal,56,1,282.76,5
13513,2010-02-22 16:36:00,2010-02-22 16:36:00,1,0,Loyal,34,1,299.64,6
13514,2010-01-26 15:11:00,2010-01-26 15:11:00,1,0,Loyal,62,1,346.3,6
13515,2010-03-05 11:58:00,2010-03-05 11:58:00,1,0,Loyal,24,1,188.1,6
13520,2009-12-17 11:11:00,2010-02-11 09:41:00,56,0,Loyal,46,2,1067.08,9
13526,2009-12-01 12:56:00,2009-12-01 13:13:00,1,1,Lost,118,2,1182.0,9
13527,2010-01-21 12:37:00,2010-01-24 12:31:00,3,0,Loyal,64,2,754.6899999999999,9
13530,2010-03-15 14:10:00,2010-03-15 14:10:00,1,0,Loyal,14,1,402.97999999999996,8
13531,2009-12-03 15:20:00,2009-12-03 15:20:00,1,1,Lost,115,1,311.7,4
13538,2010-02-02 12:47:00,2010-02-21 16:09:00,20,0,Loyal,35,2,803.54,10
13540,2010-02-22 09:22:00,2010-02-22 09:24:00,1,0,Loyal,35,2,369.25,9
13542,2009-12-10 19:53:00,2010-03-19 14:01:00,99,0,Champions,10,6,1342.1,15
13543,2010-01-21 14:30:00,2010-03-15 13:34:00,53,0,Loyal,14,2,1439.6100000000001,12
13544,2010-03-05 11:31:00,2010-03-05 11:31:00,1,0,Loyal,24,1,181.32,6
13551,2010-02-11 15:01:00,2010-02-11 15:01:00,1,0,Loyal,46,1,152.39999999999998,4
13552,2010-02-19 13:28:00,2010-02-19 13:29:00,1,0,Loyal,38,2,732.96,10
13553,2010-02-03 12:21:00,2010-02-03 12:21:00,1,0,Loyal,54,1,499.6,6
13555,2010-01-19 13:20:00,2010-03-21 10:34:00,61,0,Loyal,8,3,1193.15,14
13557,2009-12-08 17:41:00,2010-03-25 10:36:00,107,0,Champions,4,6,1525.38,15
13561,2010-02-28 13:42:00,2010-03-07 14:32:00,8,0,Loyal,22,3,361.55,11
13562,2010-01-14 16:33:00,2010-02-03 15:53:00,20,0,Loyal,53,3,1600.0,11
13564,2009-12-02 11:55:00,2010-03-25 10:33:00,113,0,Champions,4,9,3383.42,15
13566,2010-03-10 12:22:00,2010-03-10 12:22:00,1,0,Loyal,19,1,291.12,7
13571,2009-12-08 13:02:00,2010-03-24 16:22:00,107,0,Loyal,4,4,643.5,14
13573,2010-03-12 16:06:00,2010-03-12 16:06:00,1,0,Loyal,16,1,81.85,6
13576,2009-12-08 15:12:00,2010-02-22 15:13:00,77,0,Loyal,34,3,1078.95,11
13577,2009-12-14 16:10:00,2009-12-17 13:09:00,3,1,Lost,102,3,399.4,8
13579,2010-02-18 13:53:00,2010-02-18 13:53:00,1,0,Loyal,39,1,383.55,7
13583,2010-01-29 13:53:00,2010-01-29 13:53:00,1,0,Loyal,59,1,664.001,7
13584,2010-02-02 08:40:00,2010-02-02 08:40:00,1,0,Loyal,55,1,1.3,4
13585,2009-12-01 14:56:00,2009-12-01 14:56:00,1,1,Lost,118,1,12.75,3
13587,2010-02-14 13:17:00,2010-02-14 13:17:00,1,0,Loyal,43,1,568.3,7
13589,2009-12-06 10:26:00,2009-12-06 10:26:00,1,1,Lost,113,1,269.15,4
13590,2009-12-01 13:37:00,2010-02-24 12:51:00,85,0,Loyal,33,3,1219.98,12
13591,2009-12-14 15:44:00,2009-12-14 15:44:00,1,1,Lost,104,1,53.2,3
13593,2010-03-02 16:36:00,2010-03-21 11:21:00,19,0,Loyal,8,3,893.7,13
13595,2010-03-03 14:42:00,2010-03-03 14:42:00,1,0,Loyal,26,1,532.29,7
13598,2010-02-26 11:22:00,2010-02-26 11:26:00,1,0,Loyal,31,2,268.37,8
13599,2009-12-01 12:30:00,2010-03-11 10:26:00,100,0,Champions,18,4,2472.7200000000003,14
13600,2010-03-15 17:16:00,2010-03-15 17:16:00,1,0,Loyal,13,1,298.9,7
13604,2010-02-19 12:02:00,2010-02-19 12:02:00,1,0,Loyal,38,1,717.62,8
13610,2010-01-05 14:12:00,2010-03-04 14:45:00,59,0,Loyal,25,3,580.38,12
13611,2009-12-03 07:57:00,2010-03-24 11:52:00,112,0,Loyal,5,2,640.79,12
13612,2010-03-17 12:14:00,2010-03-17 12:14:00,1,0,Loyal,12,1,818.29,9
13613,2010-02-17 12:40:00,2010-03-23 15:52:00,35,0,Loyal,5,2,627.5,12
13615,2010-01-28 15:43:00,2010-03-28 13:40:00,59,0,Loyal,1,2,1159.8400000000001,13
13616,2010-01-17 14:56:00,2010-01-17 14:56:00,1,0,Lost,71,1,178.0,4
13619,2010-02-03 14:16:00,2010-02-03 14:16:00,1,0,Loyal,54,1,100.24,4
13622,2010-01-12 13:22:00,2010-01-12 13:22:00,1,0,Lost,76,1,658.95,6
13623,2009-12-02 13:57:00,2010-01-21 13:21:00,50,0,Loyal,67,2,1041.14,9
13627,2010-03-09 14:03:00,2010-03-09 14:03:00,1,0,Loyal,20,1,304.4,7
13628,2010-02-01 14:44:00,2010-02-01 14:44:00,1,0,Loyal,56,1,310.14,5
13629,2010-02-11 17:34:00,2010-02-11 17:34:00,1,0,Loyal,45,1,660.0,8
13634,2010-01-10 14:26:00,2010-03-14 13:08:00,63,0,Loyal,15,3,691.12,12
13635,2009-12-01 09:46:00,2009-12-15 12:13:00,15,1,Lost,104,2,797.15,8
13641,2009-12-05 13:17:00,2010-03-09 07:37:00,94,0,Champions,20,5,1016.47,13
13643,2009-12-08 12:48:00,2010-03-09 09:15:00,91,0,Loyal,20,2,455.25,10
13648,2009-12-01 18:13:00,2010-02-07 14:11:00,68,0,Loyal,50,2,573.53,9
13650,2010-01-26 08:44:00,2010-01-26 08:44:00,1,0,Loyal,62,1,505.13,6
13652,2010-02-25 17:37:00,2010-02-25 17:37:00,1,0,Loyal,31,1,393.96000000000004,7
13654,2009-12-02 11:43:00,2010-03-03 16:21:00,92,0,Loyal,25,2,258.68,9
13658,2010-02-05 13:17:00,2010-02-05 13:17:00,1,0,Loyal,52,1,982.26,7
13659,2010-02-17 09:05:00,2010-03-11 10:52:00,23,0,Loyal,18,2,1032.8700000000001,11
13662,2010-02-19 13:21:00,2010-02-19 13:23:00,1,0,Loyal,38,2,300.47,8
13663,2010-03-03 10:11:00,2010-03-03 10:11:00,1,0,Loyal,26,1,545.45,7
13666,2009-12-04 10:48:00,2009-12-04 10:48:00,1,1,Lost,115,1,19.5,3
13668,2009-12-11 14:28:00,2010-03-25 14:12:00,104,0,Champions,4,5,1789.98,15
13672,2009-12-09 11:40:00,2009-12-09 11:40:00,1,1,Lost,110,1,233.53000000000003,4
13679,2009-12-04 16:52:00,2009-12-04 16:52:00,1,1,Lost,114,1,126.8,3
13680,2009-12-04 14:14:00,2010-03-03 14:31:00,90,0,Champions,26,6,5630.93,13
13684,2010-03-28 14:48:00,2010-03-28 14:48:00,1,0,Loyal,1,1,190.53,7
13688,2010-03-14 14:11:00,2010-03-14 14:11:00,1,0,Loyal,15,1,375.5,8
13693,2009-12-07 11:29:00,2010-01-24 10:54:00,48,0,Champions,64,5,904.41,11
13696,2010-02-11 14:17:00,2010-02-11 14:17:00,1,0,Loyal,46,1,306.0,5
13698,2010-01-27 09:02:00,2010-01-27 09:02:00,1,0,Loyal,61,1,184.3,4
13700,2010-02-07 10:53:00,2010-02-09 16:01:00,3,0,Loyal,47,2,81.55,6
13705,2010-03-25 17:19:00,2010-03-25 17:19:00,1,0,Loyal,3,1,250.45,8
13706,2010-03-23 09:18:00,2010-03-23 09:18:00,1,0,Loyal,6,1,300.38,8
13709,2010-01-11 10:40:00,2010-01-11 10:40:00,1,0,Lost,77,1,306.74,4
13711,2009-12-15 19:04:00,2010-03-23 10:06:00,98,0,Champions,6,5,1183.31,15
13715,2010-03-11 15:33:00,2010-03-11 15:33:00,1,0,Loyal,17,1,828.6800000000001,9
13722,2010-03-03 14:13:00,2010-03-03 14:13:00,1,0,Loyal,26,1,664.54,8
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,0,Loyal,16,1,213.01,7
13727,2009-12-09 13:25:00,2010-02-26 14:23:00,80,0,Loyal,31,3,352.2,10
13728,2009-12-09 17:13:00,2010-02-17 08:32:00,70,0,Loyal,40,3,523.84,10
13729,2010-01-24 14:57:00,2010-01-24 14:57:00,1,0,Loyal,64,1,357.88,6
13733,2009-12-04 15:28:00,2009-12-04 15:28:00,1,1,Lost,114,1,149.10000000000002,3
13735,2009-12-13 13:31:00,2010-02-25 13:19:00,74,0,Loyal,32,3,2010.96,12
13736,2009-12-06 12:07:00,2009-12-06 12:07:00,1,1,Lost,113,1,710.84,6
13740,2009-12-02 12:22:00,2009-12-02 12:22:00,1,1,Lost,117,1,296.69,4
13748,2009-12-01 16:44:00,2009-12-01 16:44:00,1,1,Lost,117,1,173.1,3
13753,2009-12-03 10:20:00,2010-02-26 12:10:00,86,0,Loyal,31,2,977.1999999999999,10
13756,2009-12-15 15:18:00,2010-02-24 15:53:00,72,0,Loyal,32,3,601.28,11
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,0,Loyal,54,1,195.55,4
13758,2009-12-01 10:06:00,2010-02-05 14:34:00,67,0,Champions,52,4,2995.65,12
13761,2010-02-21 11:08:00,2010-02-21 11:08:00,1,0,Loyal,36,1,311.9,6
13762,2010-01-10 12:13:00,2010-02-28 11:54:00,49,0,Loyal,29,2,1127.28,11
13764,2010-03-07 12:56:00,2010-03-07 13:08:00,1,0,Loyal,22,2,936.24,11
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,0,Loyal,33,1,352.821,7
13767,2009-12-01 10:52:00,2010-03-28 10:33:00,117,0,Champions,1,11,5664.54,15
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,5,1,Lost,106,2,875.97,8
13769,2009-12-16 11:59:00,2010-02-19 10:41:00,65,0,Loyal,38,2,518.86,9
13770,2009-12-09 14:44:00,2010-03-04 10:41:00,85,0,Loyal,25,2,264.33000000000004,9
13771,2010-02-25 12:37:00,2010-02-25 12:37:00,1,0,Loyal,32,1,869.5600000000001,8
13772,2010-02-23 13:55:00,2010-02-23 13:55:00,1,0,Loyal,34,1,562.6,7
13773,2010-02-18 10:27:00,2010-02-18 10:27:00,1,0,Loyal,39,1,91.4,5
13777,2009-12-02 09:47:00,2010-03-16 09:42:00,104,0,Champions,13,9,8684.06,14
13781,2009-12-18 15:46:00,2009-12-18 15:46:00,1,1,Lost,100,1,314.44,4
13782,2009-12-06 12:52:00,2010-01-17 13:29:00,43,0,Lost,71,2,267.13,7
13783,2010-02-04 13:47:00,2010-03-10 11:21:00,34,0,Loyal,19,2,985.4399999999999,11
13786,2009-12-03 15:32:00,2010-03-15 16:36:00,103,0,Loyal,13,2,1384.13,12
13787,2010-01-14 10:13:00,2010-02-22 11:42:00,40,0,Loyal,35,2,401.43,9
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,0,Loyal,26,1,96.0,5
13795,2010-03-12 12:44:00,2010-03-12 12:44:00,1,0,Loyal,17,1,222.5,7
13797,2010-03-02 12:17:00,2010-03-02 12:17:00,1,0,Loyal,27,1,354.49,7
13798,2009-12-08 16:21:00,2010-03-21 15:33:00,103,0,Champions,7,16,9303.61,15
13799,2010-03-05 16:39:00,2010-03-05 16:39:00,1,0,Loyal,23,1,378.3,8
13800,2009-12-03 10:03:00,2009-12-03 10:03:00,1,1,Lost,116,1,478.7,5
13802,2010-02-16 10:11:00,2010-03-14 12:01:00,27,0,Loyal,15,2,729.56,11
13807,2009-12-04 12:41:00,2009-12-04 12:41:00,1,1,Lost,115,1,107.95,3
13813,2009-12-06 10:16:00,2010-02-10 13:04:00,67,0,Loyal,47,2,567.13,8
13815,2010-02-12 10:26:00,2010-02-12 10:26:00,1,0,Loyal,45,1,738.86,8
13819,2009-12-01 16:18:00,2010-02-08 15:30:00,69,0,Loyal,48,3,1502.0,11
13820,2010-01-28 12:26:00,2010-03-03 11:57:00,34,0,Loyal,26,2,386.52,9
13821,2010-01-04 13:36:00,2010-01-15 12:28:00,11,0,Loyal,73,3,660.55,10
13823,2009-12-15 14:34:00,2010-03-11 11:54:00,86,0,Loyal,18,3,1230.74,13
13824,2010-03-12 15:17:00,2010-03-12 15:17:00,1,0,Loyal,16,1,96.96,6
13825,2009-12-09 14:30:00,2010-03-28 11:02:00,109,0,Loyal,1,2,255.59,10
13831,2009-12-10 14:50:00,2010-03-08 15:50:00,89,0,Champions,20,6,2284.82,14
13834,2010-02-08 12:52:00,2010-02-08 12:52:00,1,0,Loyal,49,1,202.45,5
13835,2010-03-04 08:26:00,2010-03-24 12:32:00,21,0,Loyal,5,2,183.95,9
13842,2010-02-16 15:54:00,2010-02-16 15:56:00,1,0,Loyal,40,3,364.14,10
13847,2009-12-20 10:41:00,2009-12-20 10:41:00,1,1,Lost,99,1,310.72,4
13848,2009-12-09 16:17:00,2010-03-21 12:01:00,102,0,Loyal,8,2,800.0,12
13849,2010-03-25 12:03:00,2010-03-25 12:03:00,1,0,Loyal,4,1,509.65,9
13851,2010-01-29 11:54:00,2010-01-29 11:54:00,1,0,Loyal,59,1,199.29999999999998,5
13854,2010-01-08 11:28:00,2010-03-09 10:53:00,60,0,Champions,20,4,1089.82,13
13855,2009-12-08 16:56:00,2009-12-18 14:54:00,10,1,Lost,101,2,809.1,8
13869,2010-01-17 14:53:00,2010-03-23 14:22:00,65,0,Loyal,6,2,1729.54,13
13870,2010-02-08 12:08:00,2010-02-08 12:08:00,1,0,Loyal,49,1,611.54,7
13871,2009-12-20 13:09:00,2010-03-28 10:51:00,98,0,Loyal,1,2,853.0,12
13872,2009-12-14 09:56:00,2010-03-23 13:34:00,100,0,Loyal,6,2,616.43,12
13873,2010-03-03 12:31:00,2010-03-03 12:31:00,1,0,Loyal,26,1,149.55,5
13874,2010-02-04 18:39:00,2010-03-09 12:25:00,33,0,Loyal,20,2,436.03,10
13875,2009-12-17 10:30:00,2010-03-25 12:40:00,99,0,Champions,4,4,1255.77,15
13877,2010-01-19 10:53:00,2010-01-19 10:53:00,1,0,Lost,69,1,154.83,4
13879,2010-03-04 10:49:00,2010-03-04 10:49:00,1,0,Loyal,25,1,395.5,8
13881,2010-03-04 14:41:00,2010-03-19 10:44:00,15,0,Loyal,10,2,3341.3,13
13883,2009-12-08 17:26:00,2010-03-15 10:03:00,97,0,Loyal,14,3,767.6,12
13889,2010-01-22 14:32:00,2010-02-26 13:28:00,35,0,Loyal,31,2,630.68,10
13890,2009-12-06 15:15:00,2010-03-03 16:33:00,88,0,Loyal,25,2,520.19,10
13895,2009-12-03 13:09:00,2009-12-03 13:09:00,1,1,Lost,116,1,831.0,6
13896,2010-03-24 08:55:00,2010-03-24 08:55:00,1,0,Loyal,5,1,388.55,9
13897,2010-01-31 13:48:00,2010-01-31 13:48:00,1,0,Loyal,57,1,482.67,6
13900,2010-03-25 13:46:00,2010-03-25 13:46:00,1,0,Loyal,4,1,260.5,8
13901,2010-01-05 09:29:00,2010-02-17 09:53:00,44,0,Loyal,40,2,875.59,10
13905,2009-12-07 11:41:00,2009-12-07 11:41:00,1,1,Lost,112,1,312.65,4
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,0,Lost,71,1,136.8,4
13911,2010-03-01 16:31:00,2010-03-08 15:15:00,7,0,Loyal,20,2,247.5,9
13916,2010-02-02 10:06:00,2010-02-02 10:06:00,1,0,Loyal,55,1,364.5,6
13921,2009-12-18 12:19:00,2009-12-18 12:19:00,1,1,Lost,101,1,102.75,3
13929,2010-01-14 07:25:00,2010-02-19 11:54:00,37,0,Loyal,38,2,430.62,9
13931,2009-12-03 10:26:00,2010-03-26 13:42:00,114,0,Champions,3,4,2131.42,15
13935,2010-02-25 16:01:00,2010-03-17 10:16:00,20,0,Loyal,12,2,2742.12,12
13941,2009-12-16 16:10:00,2010-03-10 10:50:00,84,0,Champions,19,4,2084.21,14
13944,2010-02-24 15:02:00,2010-02-24 15:02:00,1,0,Loyal,33,1,200.43,6
13946,2009-12-04 11:07:00,2010-03-15 11:00:00,101,0,Loyal,14,2,760.95,11
13948,2009-12-04 12:14:00,2010-03-01 12:16:00,88,0,Loyal,28,2,262.31,8
13952,2009-12-16 09:41:00,2010-02-18 18:20:00,65,0,Loyal,38,2,3387.51,11
13953,2009-12-11 12:58:00,2010-02-04 12:26:00,55,0,Loyal,53,2,1125.0,10
13957,2010-02-19 10:32:00,2010-02-19 10:32:00,1,0,Loyal,38,1,102.84,5
13958,2009-12-05 13:12:00,2010-03-07 12:09:00,92,0,Loyal,22,3,1299.3,13
13965,2010-01-05 15:21:00,2010-02-08 16:11:00,35,0,Loyal,48,2,786.01,9
13969,2010-03-25 13:15:00,2010-03-25 13:15:00,1,0,Loyal,4,1,360.95,9
13971,2010-01-26 09:51:00,2010-01-26 09:51:00,1,0,Loyal,62,1,267.21999999999997,5
13975,2010-02-02 13:13:00,2010-02-02 13:13:00,1,0,Loyal,55,1,543.91,6
13976,2010-02-09 13:08:00,2010-02-09 13:08:00,1,0,Loyal,48,1,275.41,5
13979,2009-12-03 10:02:00,2010-03-01 15:47:00,89,0,Loyal,27,2,678.49,10
13980,2010-02-21 14:18:00,2010-02-21 14:18:00,1,0,Loyal,36,1,216.9,6
13982,2010-01-20 14:04:00,2010-02-24 13:04:00,35,0,Loyal,33,2,992.9399999999999,10
13983,2009-12-09 13:53:00,2010-03-16 12:13:00,97,0,Loyal,13,3,1707.11,13
13984,2009-12-07 11:51:00,2010-02-07 11:29:00,62,0,Loyal,50,3,369.77,9
13985,2010-02-09 13:56:00,2010-02-09 13:56:00,1,0,Loyal,48,1,224.35,5
13988,2010-03-24 11:05:00,2010-03-24 11:05:00,1,0,Loyal,5,1,310.2,8
13993,2009-12-03 11:57:00,2010-03-01 14:31:00,89,0,Loyal,28,3,987.66,11
13995,2009-12-18 12:43:00,2010-03-25 13:02:00,98,0,Loyal,4,3,463.85,12
13999,2009-12-05 12:42:00,2010-02-26 15:09:00,84,0,Champions,31,4,1377.45,13
14000,2009-12-02 09:50:00,2009-12-02 09:50:00,1,1,Lost,117,1,192.0,3
14003,2009-12-07 08:53:00,2009-12-07 08:53:00,1,1,Lost,112,1,209.41,4
14006,2010-02-25 09:45:00,2010-02-25 09:45:00,1,0,Loyal,32,1,330.65999999999997,6
14013,2010-03-26 10:02:00,2010-03-26 10:02:00,1,0,Loyal,3,1,174.2,7
14016,2010-01-08 14:12:00,2010-03-22 11:21:00,73,0,Champions,7,3,2713.34,14
14018,2010-03-04 14:23:00,2010-03-04 14:23:00,1,0,Loyal,25,1,367.15000000000003,8
14026,2010-03-24 14:10:00,2010-03-24 14:10:00,1,0,Loyal,5,1,386.53000000000003,9
14030,2009-12-10 17:27:00,2010-02-22 17:14:00,74,0,Champions,34,5,2014.09,13
14031,2009-12-03 15:35:00,2010-03-12 17:07:00,100,0,Champions,16,9,8022.1900000000005,14
14032,2009-12-14 12:02:00,2010-01-25 15:36:00,43,0,Loyal,62,3,922.98,10
14037,2009-12-07 11:39:00,2010-03-05 10:11:00,88,0,Loyal,24,3,530.82,11
14038,2010-02-04 08:56:00,2010-02-04 08:56:00,1,0,Loyal,53,1,704.5500000000001,7
14040,2009-12-01 12:14:00,2010-03-22 10:23:00,111,0,Champions,7,7,2836.89,15
14042,2009-12-14 15:07:00,2009-12-14 15:07:00,1,1,Lost,105,1,431.98,5
14043,2009-12-10 15:56:00,2009-12-10 15:56:00,1,1,Lost,108,1,164.31,3
