CustomerID,recency,frequency,monetary,monetary_log,frequency_log,r_score,f_score,m_score,rfm_score,cluster,segment,bayesian_churn_prob
13287,34,2,486.90999999999997,6.19013096261503,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13288,32,2,548.64,6.309263518463574,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13289,103,1,307.95,5.733179451506989,0.6931471805599453,1,1,2,4,0,Lost,0.5
13291,45,1,179.37,5.195010296682108,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13293,6,2,662.87,6.498086347175884,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13294,26,1,815.79,6.705382023876393,0.6931471805599453,3,1,4,8,1,Loyal,0.5
13304,49,1,307.85,5.732855722141908,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13305,19,1,413.68,6.0275071384549115,0.6931471805599453,4,1,3,8,2,Loyal,0.5
13313,7,4,1006.97,6.9156936862836575,1.6094379124341003,5,5,4,14,3,Champions,0.5
13315,68,1,310.26,5.740628575776864,0.6931471805599453,2,1,2,5,0,Lost,0.5
13316,19,1,2017.3600000000001,7.610040579453107,0.6931471805599453,4,1,5,10,1,Loyal,0.5
13317,40,2,944.87,6.8521051388899705,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13319,19,10,3458.2000000000003,8.14879262744489,2.3978952727983707,4,5,5,14,3,Champions,0.5
13327,27,4,2037.07,7.6197585605922225,1.6094379124341003,3,5,5,13,3,Champions,0.5
13329,114,1,334.65,5.816068950384761,0.6931471805599453,1,1,2,4,0,Lost,0.5
13330,34,1,628.49,6.444909967734714,0.6931471805599453,3,1,4,8,2,Loyal,0.5
13333,38,1,162.18,5.094853886000654,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13334,32,1,1176.32,7.0709959479633,0.6931471805599453,3,1,5,9,1,Loyal,0.5
13338,83,1,757.1,6.630815303062258,0.6931471805599453,1,1,4,6,0,Lost,0.5
13340,35,2,6045.54,8.707241486600786,1.0986122886681096,3,3,5,11,1,Loyal,0.5
13357,7,2,1540.77,7.340686386059232,1.0986122886681096,5,3,5,13,1,Loyal,0.5
13360,73,2,715.15,6.573889642225874,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13371,11,1,1189.01,7.081716989431611,0.6931471805599453,5,1,5,11,1,Loyal,0.5
13373,113,1,748.42,6.619299574020548,0.6931471805599453,1,1,4,6,0,Lost,0.5
13377,25,1,815.32,6.704806434953447,0.6931471805599453,4,1,4,9,1,Loyal,0.5
13381,41,2,980.39,6.888969934078721,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13382,14,2,476.04,6.167600344814851,1.0986122886681096,4,3,3,10,1,Loyal,0.5
13392,57,1,91.14,4.523309159507771,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13393,35,3,888.37,6.790513346902804,1.3862943611198906,3,4,4,11,1,Loyal,0.5
13394,39,4,1619.41,7.390434482625218,1.6094379124341003,3,5,5,13,3,Champions,0.5
13397,41,2,716.14,6.57527107955878,1.0986122886681096,3,3,4,10,1,Loyal,0.42857142857142855
13403,103,1,78.6,4.377014092850337,0.6931471805599453,1,1,1,3,0,Lost,0.5
13405,104,1,146.45999999999998,4.993556952561504,0.6931471805599453,1,1,1,3,0,Lost,0.5
13406,11,1,140.16,4.949893998807069,0.6931471805599453,5,1,1,7,2,Loyal,0.5
13407,41,1,1384.02,7.233469858950389,0.6931471805599453,3,1,5,9,1,Loyal,0.5
13408,4,15,9156.422,9.122319977008177,2.772588722239781,5,5,5,15,3,Champions,0.5
13410,78,2,682.9200000000001,6.5278409517179785,1.0986122886681096,1,3,4,8,0,Lost,0.5
13413,19,6,429.44,6.064807941332192,1.9459101490553132,4,5,3,12,3,Champions,0.5
13415,10,3,733.17,6.598740609427037,1.3862943611198906,5,4,4,13,1,Loyal,0.5
13416,116,1,228.3,5.435031189863858,0.6931471805599453,1,1,2,4,0,Lost,0.5
13417,49,1,604.1,6.405393733628276,0.6931471805599453,2,1,4,7,2,Loyal,0.5
13418,18,2,1358.54,7.214901686221522,1.0986122886681096,4,3,5,12,1,Loyal,0.5
13421,42,3,812.74,6.701640904660789,1.3862943611198906,3,4,4,11,1,Loyal,0.5
13426,19,3,1395.23,7.241531026198456,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13427,102,1,96.0,4.574710978503383,0.6931471805599453,1,1,1,3,0,Lost,0.5
13431,39,1,293.45,5.68510920939058,0.6931471805599453,3,1,2,6,2,Loyal,0.5
13433,76,1,95.19999999999999,4.566429357671661,0.6931471805599453,1,1,1,3,0,Lost,0.5
13434,35,1,339.18,5.829474889285946,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13442,47,3,419.87,6.042323997398791,1.3862943611198906,2,4,3,9,1,Loyal,0.5
13443,57,1,229.76999999999998,5.441421543516488,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13445,5,1,241.89999999999998,5.492649836008127,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13446,24,2,856.36,6.753857900404742,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13448,60,3,1634.4,7.399642701727877,1.3862943611198906,2,4,5,11,1,Loyal,0.5
13451,7,1,866.34,6.765431056769882,0.6931471805599453,5,1,4,10,1,Loyal,0.5
13454,21,1,219.87,5.397574293145377,0.6931471805599453,4,1,2,7,2,Loyal,0.5
13455,97,2,431.65,6.069929087052747,1.0986122886681096,1,3,3,7,0,Lost,0.5
13457,68,2,148.22,5.005421727043368,1.0986122886681096,2,3,1,6,0,Lost,0.5
13459,4,2,1160.4099999999999,7.057390063198797,1.0986122886681096,5,3,5,13,1,Loyal,0.5
13462,17,3,526.46,6.2680730330911425,1.3862943611198906,4,4,3,11,1,Loyal,0.5
13466,8,1,262.31,5.573332045272136,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13468,5,11,2573.26,7.853317393155906,2.4849066497880004,5,5,5,15,3,Champions,0.5
13469,33,1,82.4,4.423648309364701,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13473,21,3,1472.44,7.295355081973057,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13476,24,1,240.8,5.488110938180692,0.6931471805599453,4,1,2,7,2,Loyal,0.4
13477,63,1,422.70000000000005,6.049025657632514,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13478,12,3,1650.51,7.409445299913935,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13480,59,1,493.94,6.204436543100695,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13481,14,2,739.1800000000001,6.606893399862617,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13482,7,1,151.45,5.026836673434263,0.6931471805599453,5,1,1,7,2,Loyal,0.5
13484,19,1,165.78,5.116675578658839,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13485,111,2,204.70000000000002,5.326418796658912,1.0986122886681096,1,3,2,6,0,Lost,0.625
13487,114,1,103.95,4.653484046266642,0.6931471805599453,1,1,1,3,0,Lost,0.5
13488,63,1,350.73,5.862863835813668,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13490,34,1,154.25,5.045036720813588,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13491,19,6,1628.7,7.396151227781943,1.9459101490553132,4,5,5,14,3,Champions,0.5
13495,6,3,1210.51,7.099622794452808,1.3862943611198906,5,4,5,14,1,Loyal,0.5
13497,5,3,582.23,6.368581619700658,1.3862943611198906,5,4,4,13,1,Loyal,0.5
13498,109,1,327.38,5.794171474383882,0.6931471805599453,1,1,2,4,0,Lost,0.625
13503,41,2,884.87,6.786570212977339,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13508,22,1,176.07999999999998,5.17660160786394,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13510,56,2,655.58,6.487044544658406,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13511,56,1,282.76,5.648128810465367,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13513,34,1,299.64,5.705913535665156,0.6931471805599453,3,1,2,6,2,Loyal,0.5
13514,62,1,346.3,5.850188959750028,0.6931471805599453,2,1,3,6,2,Loyal,0.5714285714285714
13515,24,1,188.1,5.242275975664412,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13520,46,2,1067.08,6.973617923081839,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13526,118,2,1182.0,7.075808863978387,1.0986122886681096,1,3,5,9,0,Lost,0.5
13527,64,2,754.6899999999999,6.627631239174796,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13530,14,1,402.97999999999996,6.001365371785244,0.6931471805599453,4,1,3,8,2,Loyal,0.5
13531,115,1,311.7,5.745244264463795,0.6931471805599453,1,1,2,4,0,Lost,0.5
13538,35,2,803.54,6.6902706855196055,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13540,35,2,369.25,5.914178453147908,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13542,10,6,1342.1,7.202735653915029,1.9459101490553132,5,5,5,15,3,Champions,0.5
13543,14,2,1439.6100000000001,7.272821913983301,1.0986122886681096,4,3,5,12,1,Loyal,0.5
13544,24,1,181.32,5.205763384937429,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13551,46,1,152.39999999999998,5.0330488889331555,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13552,38,2,732.96,6.598454531216753,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13553,54,1,499.6,6.215807378997674,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13555,8,3,1193.15,7.085189914202697,1.3862943611198906,5,4,5,14,1,Loyal,0.5
13557,4,6,1525.38,7.330654197882814,1.9459101490553132,5,5,5,15,3,Champions,0.5
13561,22,3,361.55,5.893162395817602,1.3862943611198906,4,4,3,11,1,Loyal,0.5
13562,53,3,1600.0,7.3783837129967145,1.3862943611198906,2,4,5,11,1,Loyal,0.5
13564,4,9,3383.42,8.126937826499852,2.302585092994046,5,5,5,15,3,Champions,0.5
13566,19,1,291.12,5.677164676751909,0.6931471805599453,4,1,2,7,2,Loyal,0.5
13571,4,4,643.5,6.468474822379242,1.6094379124341003,5,5,4,14,1,Loyal,0.5
13573,16,1,81.85,4.417031743872572,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13576,34,3,1078.95,6.9846700227502625,1.3862943611198906,3,4,4,11,1,Loyal,0.5
13577,102,3,399.4,5.992464047441065,1.3862943611198906,1,4,3,8,0,Lost,0.5
13579,39,1,383.55,5.952073819503063,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13583,59,1,664.001,6.499788544414122,0.6931471805599453,2,1,4,7,2,Loyal,0.5
13584,55,1,1.3,0.832909122935104,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13585,118,1,12.75,2.6210388241125804,0.6931471805599453,1,1,1,3,0,Lost,0.5
13587,43,1,568.3,6.344407535957036,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13589,113,1,269.15,5.598977360290075,0.6931471805599453,1,1,2,4,0,Lost,0.5
13590,33,3,1219.98,7.107409093960171,1.3862943611198906,3,4,5,12,1,Loyal,0.5
13591,104,1,53.2,3.9926809084456005,0.6931471805599453,1,1,1,3,0,Lost,0.5
13593,8,3,893.7,6.7964884665535505,1.3862943611198906,5,4,4,13,1,Loyal,0.5
13595,26,1,532.29,6.279065366258803,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13598,31,2,268.37,5.596085899200827,1.0986122886681096,3,3,2,8,2,Loyal,0.5
13599,18,4,2472.7200000000003,7.8134783695062,1.6094379124341003,4,5,5,14,3,Champions,0.5
13600,13,1,298.9,5.703449085754963,0.6931471805599453,4,1,2,7,2,Loyal,0.4
13604,38,1,717.62,6.5773327061874705,0.6931471805599453,3,1,4,8,2,Loyal,0.5
13610,25,3,580.38,6.365404587808289,1.3862943611198906,4,4,4,12,1,Loyal,0.5
13611,5,2,640.79,6.4642611473764315,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13612,12,1,818.29,6.708438111531965,0.6931471805599453,4,1,4,9,1,Loyal,0.5
13613,5,2,627.5,6.443336028030302,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13615,1,2,1159.8400000000001,7.056899159970078,1.0986122886681096,5,3,5,13,1,Loyal,0.5
13616,71,1,178.0,5.187385805840755,0.6931471805599453,2,1,1,4,0,Lost,0.5
13619,54,1,100.24,4.617493935676923,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13622,76,1,658.95,6.492164074574964,0.6931471805599453,1,1,4,6,0,Lost,0.5714285714285714
13623,67,2,1041.14,6.949031570293976,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13627,20,1,304.4,5.721622392784532,0.6931471805599453,4,1,2,7,2,Loyal,0.5
13628,56,1,310.14,5.740242971658976,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13629,45,1,660.0,6.493753839851687,0.6931471805599453,3,1,4,8,2,Loyal,0.5
13634,15,3,691.12,6.539759350988447,1.3862943611198906,4,4,4,12,1,Loyal,0.5
13635,104,2,797.15,6.682296549710488,1.0986122886681096,1,3,4,8,0,Lost,0.5
13641,20,5,1016.47,6.925074432852604,1.791759469228055,4,5,4,13,3,Champions,0.5
13643,20,2,455.25,6.123040904896701,1.0986122886681096,4,3,3,10,1,Loyal,0.5
13648,50,2,573.53,6.353552315246578,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13650,62,1,505.13,6.226793553285993,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13652,31,1,393.96000000000004,5.978784493950608,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13654,25,2,258.68,5.559450103766281,1.0986122886681096,4,3,2,9,2,Loyal,0.5
13658,52,1,982.26,6.890873581613621,0.6931471805599453,2,1,4,7,1,Loyal,0.5
13659,18,2,1032.8700000000001,6.941064321825791,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13662,38,2,300.47,5.708670508728977,1.0986122886681096,3,3,2,8,2,Loyal,0.5
13663,26,1,545.45,6.303442812122682,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13666,115,1,19.5,3.0204248861443626,0.6931471805599453,1,1,1,3,0,Lost,0.5
13668,4,5,1789.98,7.49051823505252,1.791759469228055,5,5,5,15,3,Champions,0.5
13672,110,1,233.53000000000003,5.457583511473486,0.6931471805599453,1,1,2,4,0,Lost,0.5
13679,114,1,126.8,4.850466541943434,0.6931471805599453,1,1,1,3,0,Lost,0.5
13680,26,6,5630.93,8.636207468783365,1.9459101490553132,3,5,5,13,3,Champions,0.5
13684,1,1,190.53,5.25504445431457,0.6931471805599453,5,1,1,7,2,Loyal,0.5
13688,15,1,375.5,5.930918047239948,0.6931471805599453,4,1,3,8,2,Loyal,0.5
13693,64,5,904.41,6.808387879782923,1.791759469228055,2,5,4,11,3,Champions,0.5
13696,46,1,306.0,5.726847747587197,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13698,61,1,184.3,5.221976133291314,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13700,47,2,81.55,4.413404170366137,1.0986122886681096,2,3,1,6,2,Loyal,0.5
13705,3,1,250.45,5.527244162617974,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13706,6,1,300.38,5.708371926990008,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13709,77,1,306.74,5.729255270629232,0.6931471805599453,1,1,2,4,0,Lost,0.5
13711,6,5,1183.31,7.076915605498269,1.791759469228055,5,5,5,15,3,Champions,0.5
13715,17,1,828.6800000000001,6.721040084281479,0.6931471805599453,4,1,4,9,1,Loyal,0.5
13722,26,1,664.54,6.500598741212994,0.6931471805599453,3,1,4,8,2,Loyal,0.4
13724,16,1,213.01,5.366022742902049,0.6931471805599453,4,1,2,7,2,Loyal,0.5
13727,31,3,352.2,5.867034468729805,1.3862943611198906,3,4,3,10,1,Loyal,0.5
13728,40,3,523.84,6.263093454237515,1.3862943611198906,3,4,3,10,1,Loyal,0.5
13729,64,1,357.88,5.882988070771898,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13733,114,1,149.10000000000002,5.011301738639417,0.6931471805599453,1,1,1,3,0,Lost,0.5
13735,32,3,2010.96,7.6068646503063,1.3862943611198906,3,4,5,12,1,Loyal,0.5
13736,113,1,710.84,6.567853167057732,0.6931471805599453,1,1,4,6,0,Lost,0.5
13740,117,1,296.69,5.69605267659426,0.6931471805599453,1,1,2,4,0,Lost,0.5
13748,117,1,173.1,5.159629846774143,0.6931471805599453,1,1,1,3,0,Lost,0.5
13753,31,2,977.1999999999999,6.885714148105257,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13756,32,3,601.28,6.400722453454843,1.3862943611198906,3,4,4,11,1,Loyal,0.5
13757,54,1,195.55,5.280916851867869,0.6931471805599453,2,1,1,4,2,Loyal,0.5
13758,52,4,2995.65,8.005250277046828,1.6094379124341003,2,5,5,12,3,Champions,0.5
13761,36,1,311.9,5.745883650674837,0.6931471805599453,3,1,2,6,2,Loyal,0.5
13762,29,2,1127.28,7.028449628205147,1.0986122886681096,3,3,5,11,1,Loyal,0.5
13764,22,2,936.24,6.842939386047232,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13765,33,1,352.821,5.86879113553233,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13767,1,11,5664.54,8.642157491072814,2.4849066497880004,5,5,5,15,3,Champions,0.25
13768,106,2,875.97,6.776472784261436,1.0986122886681096,1,3,4,8,0,Lost,0.5
13769,38,2,518.86,6.253559544557132,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13770,25,2,264.33000000000004,5.58097433428329,1.0986122886681096,4,3,2,9,2,Loyal,0.5
13771,32,1,869.5600000000001,6.769136682737615,0.6931471805599453,3,1,4,8,1,Loyal,0.5
13772,34,1,562.6,6.334344780024526,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13773,39,1,91.4,4.526126978647638,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13777,13,9,8684.06,9.069359587114208,2.302585092994046,4,5,5,14,3,Champions,0.5
13781,100,1,314.44,5.753968489569372,0.6931471805599453,1,1,2,4,0,Lost,0.5
13782,71,2,267.13,5.591471937527057,1.0986122886681096,2,3,2,7,0,Lost,0.5
13783,19,2,985.4399999999999,6.89410250252835,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13786,13,2,1384.13,7.233549277032485,1.0986122886681096,4,3,5,12,1,Loyal,0.5
13787,35,2,401.43,5.997521168690513,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13793,26,1,96.0,4.574710978503383,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13795,17,1,222.5,5.409411414053624,0.6931471805599453,4,1,2,7,2,Loyal,0.5
13797,27,1,354.49,5.873497119452439,0.6931471805599453,3,1,3,7,2,Loyal,0.5
13798,7,16,9303.61,9.138265255247951,2.833213344056216,5,5,5,15,3,Champions,0.5
13799,23,1,378.3,5.938327448694853,0.6931471805599453,4,1,3,8,2,Loyal,0.5
13800,116,1,478.7,6.173160908508018,0.6931471805599453,1,1,3,5,0,Lost,0.5
13802,15,2,729.56,6.59381136334143,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13807,115,1,107.95,4.690889061390629,0.6931471805599453,1,1,1,3,0,Lost,0.5
13813,47,2,567.13,6.342350265773104,1.0986122886681096,2,3,3,8,1,Loyal,0.5
13815,45,1,738.86,6.606460979110494,0.6931471805599453,3,1,4,8,2,Loyal,0.5
13819,48,3,1502.0,7.315218389752975,1.3862943611198906,2,4,5,11,1,Loyal,0.5
13820,26,2,386.52,5.959767460364727,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13821,73,3,660.55,6.49458556648842,1.3862943611198906,2,4,4,10,1,Loyal,0.5
13823,18,3,1230.74,7.116183082860571,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13824,16,1,96.96,4.584559232083967,0.6931471805599453,4,1,1,6,2,Loyal,0.5
13825,1,2,255.59,5.5474794802608,1.0986122886681096,5,3,2,10,2,Loyal,0.5
13831,20,6,2284.82,7.734480101097107,1.9459101490553132,4,5,5,14,3,Champions,0.5
13834,49,1,202.45,5.315420274447699,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13835,5,2,183.95,5.220085518278463,1.0986122886681096,5,3,1,9,2,Loyal,0.5
13842,40,3,364.14,5.9002808416853645,1.3862943611198906,3,4,3,10,1,Loyal,0.5
13847,99,1,310.72,5.74210534897536,0.6931471805599453,1,1,2,4,0,Lost,0.5
13848,8,2,800.0,6.68586094706836,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13849,4,1,509.65,6.235684424024108,0.6931471805599453,5,1,3,9,2,Loyal,0.5
13851,59,1,199.29999999999998,5.299816242671772,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13854,20,4,1089.82,6.9946849859701965,1.6094379124341003,4,5,4,13,3,Champions,0.5
13855,101,2,809.1,6.697157696836445,1.0986122886681096,1,3,4,8,0,Lost,0.5
13869,6,2,1729.54,7.45618877751499,1.0986122886681096,5,3,5,13,1,Loyal,0.5
13870,49,1,611.54,6.417614246408979,0.6931471805599453,2,1,4,7,2,Loyal,0.5
13871,1,2,853.0,6.74993119378857,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13872,6,2,616.43,6.425565701752478,1.0986122886681096,5,3,4,12,1,Loyal,0.5
13873,26,1,149.55,5.014295254927743,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13874,20,2,436.03,6.080001842624878,1.0986122886681096,4,3,3,10,1,Loyal,0.5
13875,4,4,1255.77,7.1363002165101115,1.6094379124341003,5,5,5,15,3,Champions,0.5
13877,69,1,154.83,5.048765669457524,0.6931471805599453,2,1,1,4,0,Lost,0.5
13879,25,1,395.5,5.982676041074903,0.6931471805599453,4,1,3,8,2,Loyal,0.5
13881,10,2,3341.3,8.114414471733381,1.0986122886681096,5,3,5,13,1,Loyal,0.4
13883,14,3,767.6,6.644570678130743,1.3862943611198906,4,4,4,12,1,Loyal,0.5
13889,31,2,630.68,6.448382936805062,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13890,25,2,520.19,6.256114658573918,1.0986122886681096,4,3,3,10,1,Loyal,0.5
13895,116,1,831.0,6.723832440821209,0.6931471805599453,1,1,4,6,0,Lost,0.5
13896,5,1,388.55,5.964992226776867,0.6931471805599453,5,1,3,9,2,Loyal,0.5
13897,57,1,482.67,6.181402855991089,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13900,4,1,260.5,5.566434283504978,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13901,40,2,875.59,6.776039380208028,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13905,112,1,312.65,5.748277714542752,0.6931471805599453,1,1,2,4,0,Lost,0.5
13907,71,1,136.8,4.925803358579558,0.6931471805599453,2,1,1,4,0,Lost,0.5714285714285714
13911,20,2,247.5,5.5154428455366835,1.0986122886681096,4,3,2,9,2,Loyal,0.4
13916,55,1,364.5,5.901266279189834,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13921,101,1,102.75,4.641984159110808,0.6931471805599453,1,1,1,3,0,Lost,0.5
13929,38,2,430.62,6.0675455715133175,1.0986122886681096,3,3,3,9,1,Loyal,0.5
13931,3,4,2131.42,7.66501276400798,1.6094379124341003,5,5,5,15,3,Champions,0.5
13935,12,2,2742.12,7.916851237702172,1.0986122886681096,4,3,5,12,1,Loyal,0.3333333333333333
13941,19,4,2084.21,7.642624848585502,1.6094379124341003,4,5,5,14,3,Champions,0.5
13944,33,1,200.43,5.3054419264903325,0.6931471805599453,3,1,2,6,2,Loyal,0.5
13946,14,2,760.95,6.6358809367358695,1.0986122886681096,4,3,4,11,1,Loyal,0.5
13948,28,2,262.31,5.573332045272136,1.0986122886681096,3,3,2,8,2,Loyal,0.5
13952,38,2,3387.51,8.128145575730143,1.0986122886681096,3,3,5,11,1,Loyal,0.5
13953,53,2,1125.0,7.026426808699636,1.0986122886681096,2,3,5,10,1,Loyal,0.5
13957,38,1,102.84,4.64285125295578,0.6931471805599453,3,1,1,5,2,Loyal,0.5
13958,22,3,1299.3,7.170350286057274,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13965,48,2,786.01,6.668240954816982,1.0986122886681096,2,3,4,9,1,Loyal,0.5
13969,4,1,360.95,5.89150608073915,0.6931471805599453,5,1,3,9,2,Loyal,0.5
13971,62,1,267.21999999999997,5.591807539282794,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13975,55,1,543.91,6.300620643411848,0.6931471805599453,2,1,3,6,2,Loyal,0.5
13976,48,1,275.41,5.621885270689127,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13979,27,2,678.49,6.521342516779448,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13980,36,1,216.9,5.384036241950574,0.6931471805599453,3,1,2,6,2,Loyal,0.5
13982,33,2,992.9399999999999,6.901676842661667,1.0986122886681096,3,3,4,10,1,Loyal,0.5
13983,13,3,1707.11,7.443142775085048,1.3862943611198906,4,4,5,13,1,Loyal,0.5
13984,50,3,369.77,5.915581924269754,1.3862943611198906,2,4,3,9,1,Loyal,0.5
13985,48,1,224.35,5.417654749136657,0.6931471805599453,2,1,2,5,2,Loyal,0.5
13988,5,1,310.2,5.740435792304236,0.6931471805599453,5,1,2,8,2,Loyal,0.5
13993,28,3,987.66,6.896350490918699,1.3862943611198906,3,4,4,11,1,Loyal,0.5
13995,4,3,463.85,6.141714772901867,1.3862943611198906,5,4,3,12,1,Loyal,0.5
13999,31,4,1377.45,7.228714958496638,1.6094379124341003,3,5,5,13,3,Champions,0.5
14000,117,1,192.0,5.262690188904886,0.6931471805599453,1,1,1,3,0,Lost,0.5
14003,112,1,209.41,5.3490580082512205,0.6931471805599453,1,1,2,4,0,Lost,0.5
14006,32,1,330.65999999999997,5.804110347785953,0.6931471805599453,3,1,2,6,2,Loyal,0.5
14013,3,1,174.2,5.165928178502291,0.6931471805599453,5,1,1,7,2,Loyal,0.5
14016,7,3,2713.34,7.906304108893267,1.3862943611198906,5,4,5,14,3,Champions,0.5
14018,25,1,367.15000000000003,5.908490463814726,0.6931471805599453,4,1,3,8,2,Loyal,0.5
14026,5,1,386.53000000000003,5.959793265151517,0.6931471805599453,5,1,3,9,2,Loyal,0.5
14030,34,5,2014.09,7.608419138395738,1.791759469228055,3,5,5,13,3,Champions,0.5
14031,16,9,8022.1900000000005,8.99009137738774,2.302585092994046,4,5,5,14,3,Champions,0.5
14032,62,3,922.98,6.828690426385783,1.3862943611198906,2,4,4,10,1,Loyal,0.5
14037,24,3,530.82,6.276305086225107,1.3862943611198906,4,4,3,11,1,Loyal,0.5
14038,53,1,704.5500000000001,6.55897764050377,0.6931471805599453,2,1,4,7,2,Loyal,0.5
14040,7,7,2836.89,7.9508160972788895,2.0794415416798357,5,5,5,15,3,Champions,0.5
14042,105,1,431.98,6.070691537559284,0.6931471805599453,1,1,3,5,0,Lost,0.5
14043,108,1,164.31,5.107822499064921,0.6931471805599453,1,1,1,3,0,Lost,0.5
14044,29,2,486.72,6.189741470692064,1.0986122886681096,3,3,3,9,1,Loyal,0.5
14045,23,2,726.0,6.588926477533519,1.0986122886681096,4,3,4,11,1,Loyal,0.5
14047,56,1,528.24,6.27144201517421,0.6931471805599453,2,1,3,6,2,Loyal,0.5
14051,7,6,2980.02,8.000020802813566,1.9459101490553132,5,5,5,15,3,Champions,0.5
14055,103,1,274.32,5.617934057530164,0.6931471805599453,1,1,2,4,0,Lost,0.5
14057,116,1,119.54,4.7919816480548985,0.6931471805599453,1,1,1,3,0,Lost,0.5
14060,18,1,167.75,5.128418329752639,0.6931471805599453,4,1,1,6,2,Loyal,0.5
14061,103,2,553.4300000000001,6.317940558965775,1.0986122886681096,1,4,3,8,0,Lost,0.5
14062,13,4,4849.8,8.486898918782638,1.6094379124341003,4,5,5,14,3,Champions,0.5
